,text,date
1549,"Check out this Meetup: Loneliness, Isolation, &amp; Rejection Support Group https://t.co/z89zs4RbAD #Meetup #Albany via @Meetup",2018-02-08 11:55:06+00:00
1550,"Free Networking Even - Saturday 1-13-18 from 10:30 to 1pm
Check out this Meetup: Ask The Expert Series Free Networking https://t.co/PaiOxkWlgx #Meetup #Albany via @Meetup",2018-01-11 17:50:35+00:00
1551,#vitality #factor #meetup #live #more #fear #less #saratoga #ny #library #rsvp #albany #malta… https://t.co/JMzxBiqMzu,2017-08-29 12:06:13+00:00
1552,#vitality #factor #meetup #live #more #fear #less #saratoga #ny #library #rsvp #albany #malta… https://t.co/JMzxBiInY4,2017-08-28 13:06:51+00:00
1553,#vitality #factor #meetup #live #more #fear #less #saratoga #ny #library #rsvp #albany #malta… https://t.co/JMzxBiInY4,2017-08-27 13:58:28+00:00
1554,@eCommerce_RTNZ #meetup today 1pm #albany #auckland! https://t.co/lmiT1XnTLI https://t.co/RAyJm4ILFf,2017-06-23 23:47:40+00:00
1555,@eCommerce_RTNZ #meetup today 1pm #albany #auckland! https://t.co/lsYy5DNi6n https://t.co/wFErFLbhoT,2017-06-23 23:47:12+00:00
1556,"@eCommerce_RTNZ #meetup today 1pm #albany #auckland!
@ecommerce_roundtablenz #Meetup today at 1pm! https://t.co/lmiT1XnTLI https://t.co/mFT6ZlM2e7",2017-06-23 23:39:34+00:00
1557,#vitality #factor #wellness #coaching #saratogaspringsny #meetup #skidmore #albany #schenectady… https://t.co/uP85qQscbQ,2017-04-08 12:09:23+00:00
1558,#Saratoga #NY #Wilton #Albany #Malta #Health &amp; #Wellness #motivational #meetup #Sun 3/12/17  https://t.co/J56gZxTkMS,2017-03-12 00:55:38+00:00
1559,"RT @VitalityFactor: #Albany #Saratoga #Clifton #Park #Malta #Wilton #Schenectady #NY #meetup #Please #Retweet #Love, #Vitality #Factor #Hea…",2017-03-10 00:25:49+00:00
1560,"#Albany #Saratoga #Clifton #Park #Malta #Wilton #Schenectady #NY #meetup #Please #Retweet #Love, #Vitality #Factor #Health &amp; #Wellness https://t.co/4yo8flExdg",2017-03-10 00:25:43+00:00
1561,RT @VitalityFactor: #Saratoga #Witon #Clifton #Park #Albany #Malta #NY #Health &amp; #Wellness #motivation #group #meetup #RSVP https://t.co/nT…,2017-03-02 15:08:23+00:00
1562,#Saratoga #Witon #Clifton #Park #Albany #Malta #NY #Health &amp; #Wellness #motivation #group #meetup #RSVP https://t.co/nTpKEk5OHe #Retweet pls,2017-03-02 12:49:52+00:00
1563,3/5/17 #meetup #capitol #district #albany #Wilton #cliftonpark #schenectady #adirondacks #saratoga #springs #ny… https://t.co/b4wG1wF3H0,2017-03-01 09:38:07+00:00
1564,"RT @VitalityFactor: #Saratoga #NEWYORK #Wilton #Albany #Clifton #Park #Health &amp; #Wellness #Meetup 2/19/17
 https://t.co/u4TcJgBhKs",2017-02-18 19:30:32+00:00
1565,"#Saratoga #NEWYORK #Wilton #Albany #Clifton #Park #Health &amp; #Wellness #Meetup 2/19/17
 https://t.co/u4TcJgBhKs",2017-02-18 14:06:22+00:00
1566,RT @VitalityFactor: #Saratoga #NY #Wilton #Albany #Schenectady #GlensFalls #RSVP #Health #wellness #motivational #FREE #meetup https://t.co…,2017-02-18 08:25:14+00:00
1567,#Saratoga #NY #Wilton #Albany #Schenectady #GlensFalls #RSVP #Health #wellness #motivational #FREE #meetup https://t.co/u4TcJgSSC0,2017-02-17 17:27:04+00:00
1568,RT @VitalityFactor: #SARATOGA #WILTON #ALBANY #CLIFTON #PARK #NY come out for our #health &amp; #wellness #motivational #meetup 2/19/17 https:/…,2017-02-16 07:49:16+00:00
1569,RT @VitalityFactor: #SARATOGA #WILTON #ALBANY #CLIFTON #PARK #NY come out for our #health &amp; #wellness #motivational #meetup 2/19/17 https:/…,2017-02-16 07:40:49+00:00
1570,#SARATOGA #WILTON #ALBANY #CLIFTON #PARK #NY come out for our #health &amp; #wellness #motivational #meetup 2/19/17 https://t.co/u4TcJgBhKs,2017-02-15 00:02:54+00:00
1571,#Saratoga #NY #WILTON #ALBANY #CLIFTON #PARK #SCHENECTADY #meetup https://t.co/u4TcJgBhKs,2017-02-14 19:38:12+00:00
1572,#Albany #Malta #Glens #Falls #meetup 2/12 #Saratoga #NY #Health &amp; #Wellness #Motivational #group #signup #here  https://t.co/Y8Gc1ClAul,2017-01-27 01:27:09+00:00
1573,RT @MartinePhoenix: #ebony #Mistress #BDSM #travel #Albany #Boston #Toronto #sadist #ballbusting #humiliation #bondage #caning #CBT #domina…,2021-11-12 03:38:37+00:00
1574,"Book your appointment with me 518-776-7784 

#girly #albany #Mistress #golfgirls #feet #feetslave #nippletattooartist #naplesgolf #humiliationfetish  #Jazellucci @ Albany, New York https://t.co/DXfNND72W5",2020-01-05 22:45:14+00:00
1575,"I love all my subs and slaves. Book an appointment with me. jazellucci@gmail.com 518-776-7784
#atmyfeet #Mistress #cbttherapy #cuckold #cd #crossdresser #sissys #cuckold #albany #newyork #CashApp #JazelLucci… https://t.co/2mYvj4qslx",2019-10-14 15:40:05+00:00
1576,"I love all my subs and slaves. Book an appointment with me. jazellucci@gmail.com 518-776-7784
#atmyfeet #Mistress #cbttherapy #cuckold #cd #crossdresser #sissys #cuckold #albany #newyork #CashApp #JazelLucci #Bitcoin… https://t.co/hJ4qNy3j3k",2019-10-14 15:39:09+00:00
1577,"I love all my subs and slaves. Book an appointment with me. jazellucci@gmail.com 518-776-7784
#atmyfeet #Mistress #cbttherapy #cuckold #cd #crossdresser #sissys #cuckold #albany #newyork #CashApp #JazelLucci… https://t.co/2Ud7gVFLyA",2019-10-14 15:38:04+00:00
1578,"I love all my subs and slaves. Book an appointment with me. jazellucci@gmail.com 518-776-7784
#atmyfeet #Mistress #cbttherapy #cuckold #cd #crossdresser #sissys #cuckold #albany #newyork #CashApp #JazelLucci… https://t.co/opkOhSMYao",2019-10-14 15:35:28+00:00
1579,"I love all my subs and slaves. Book an appointment with me. jazellucci@gmail.com 518-776-7784
#atmyfeet #Mistress #cbttherapy #cuckold #cd #crossdresser #sissys #cuckold #albany #newyork #CashApp #JazelLucci #Bitcoin… https://t.co/Cg2RrfHX5f",2019-10-14 15:34:02+00:00
1580,"#feet #feetsub #feetfreaks #feetkiss #Albany #mistress #goddesslife #goddess 
 
Cashapp me $luccistacks https://t.co/KxC4oMKKZm",2019-07-24 13:09:11+00:00
1585,"Adventures in Albany 🍷🌲  #friends #albany #ny#upstate #adventure #puppyfriends #dinnerdate @ Albany, New York https://t.co/Rayr9ARUMi",2018-12-11 15:11:01+00:00
1586,RT @XOMeetMichelle: Who’s looking for a some #MondayMotivation? I’m in #Albany till Dec 12th. Come cetch me while you still can! #bubblebat…,2018-12-10 18:24:18+00:00
1587,Who’s looking for a some #MondayMotivation? I’m in #Albany till Dec 12th. Come cetch me while you still can! #bubblebath #dinnerdate #lunchdate #VIPcompanion #MondayMorning #winetasting #Albany https://t.co/Cixu9cXeKP,2018-12-10 15:09:25+00:00
1588,RT @XOMeetMichelle: Who wants to see me this week? Where are you located?  #Albany #Boston #Hingham  #flyme2Y #NYC #VIPcompanion  #luxuryco…,2018-12-08 18:18:27+00:00
1589,Who wants to see me this week? Where are you located?  #Albany #Boston #Hingham  #flyme2Y #NYC #VIPcompanion  #luxurycompanion  #lunchdate #dinnerdate #tourguide #girlfriendexperience #Albanydate #NYCdate #Bostondate https://t.co/GS2fa3ki1D,2018-12-08 17:14:23+00:00
1590,RT @XOMeetMichelle: Boys I’m in #Albany right now! Who wants to see me while I’m here?? #incalls #Bustymodel #UpstateNYcompanion #Albanydat…,2018-12-07 14:04:04+00:00
1591,RT @XOMeetMichelle: Boys I’m in #Albany right now! Who wants to see me while I’m here?? #incalls #Bustymodel #UpstateNYcompanion #Albanydat…,2018-12-07 12:48:44+00:00
1592,Boys I’m in #Albany right now! Who wants to see me while I’m here?? #incalls #Bustymodel #UpstateNYcompanion #Albanydate #dinnerdate #lunchdate #VIPcompanion #milf #albanygfe,2018-12-07 05:36:02+00:00
1593,UPDATES ON MY SCHEDULE: #Miami 12/5 #Albany 12/7 #Boston 12/8-12/10 #Albany 12/11-12/12 #NYC 12/13-12/16 #flyme2U #dinnerdate #VIPcompanion #Miamidate #Bostondate #Albanydate #bustymodel #NYCdate #lunchdate,2018-12-06 00:15:27+00:00
1594,"Wanna meet?👉🏻

https://t.co/zqPCAWPZnq
🔥🔥🔥
#p411 P273914
#TER rating 9.92🔝

#sanJose #SJC #SanFrancisco #SanFran #SF #Sacramento #paloAlto 10/21-27

#newYork #NYC #Manhattan #Albany #LongIsland 10/28-11/1

#companion #escort #GFE #touring #dinnerDate #playDate #lover #incall https://t.co/3nn5aqyAl9",2018-10-18 09:20:36+00:00
1595,RT @XOMeetMichelle: Hello my #NYC gents! I’ll be coming to visit this week #Albany 10/10-10/11 NYC 10/11-10-/14. Incalls only! BOOK NOW! Sc…,2018-10-10 23:43:39+00:00
1596,RT @XOMeetMichelle: Hello my #NYC gents! I’ll be coming to visit this week #Albany 10/10-10/11 NYC 10/11-10-/14. Incalls only! BOOK NOW! Sc…,2018-10-10 16:57:13+00:00
1597,RT @XOMeetMichelle: Hello my #NYC gents! I’ll be coming to visit this week #Albany 10/10-10/11 NYC 10/11-10-/14. Incalls only! BOOK NOW! Sc…,2018-10-09 16:35:45+00:00
1598,RT @XOMeetMichelle: Hello my #NYC gents! I’ll be coming to visit this week #Albany 10/10-10/11 NYC 10/11-10-/14. Incalls only! BOOK NOW! Sc…,2018-10-09 02:18:15+00:00
1599,RT @XOMeetMichelle: Hello my #NYC gents! I’ll be coming to visit this week #Albany 10/10-10/11 NYC 10/11-10-/14. Incalls only! BOOK NOW! Sc…,2018-10-09 02:17:23+00:00
1600,RT @XOMeetMichelle: Hello my #NYC gents! I’ll be coming to visit this week #Albany 10/10-10/11 NYC 10/11-10-/14. Incalls only! BOOK NOW! Sc…,2018-10-08 17:00:26+00:00
1601,Hello my #NYC gents! I’ll be coming to visit this week #Albany 10/10-10/11 NYC 10/11-10-/14. Incalls only! BOOK NOW! Screening/deposit and prebooked appointments required https://t.co/S0qwOi0zuO #NYCEscort #Girlfriendforhire #VIPescort #Luxurycompanion #Bustymodel #dinnerdate https://t.co/XQaIGS6hAm,2018-10-08 16:55:16+00:00
1602,Hello my #NYC gents! I’ll be coming to visit next week #Albany 10/9-10/11 NYC 10/11-10-/13. Incalls only! BOOK NOW! Screening/deposit and prebooked appointments only. .meetprincessmichele opbcom #NYCEscort #GIRLFRIENDFORHIRE #VIPESCORT #LUXURYCOMPANION #Midtown #dinnerdate https://t.co/VpKG6unhYh,2018-10-03 06:48:16+00:00
1603,"RT @_Just__V: There is some magic in fall exists.. dresses, laser jackets, stockings, shoes..

so #NYC #Manhattan im around till the end of…",2018-09-16 19:13:54+00:00
1604,"There is some magic in fall exists.. dresses, laser jackets, stockings, shoes..

so #NYC #Manhattan im around till the end of September

➡️https://t.co/DKjZ3bjGPW

#companion #escort #gfe #provider
#escortNyc
#incall #midtown
#companionNyc #sexy
#dinnerDate #LI #Albany
#FMTY https://t.co/o8jGdY4Srg",2018-09-16 18:54:16+00:00
1605,"New Video!!

Visiting #Miami Sept 15th-19th

#NYCEscort #OhioEscort #ClevelandEscort #ColumbusEscort #PittsburghEscort #MiamiEscort #LuxuryCompanion #flymetoyou #EriePa #Manhattan #Albany #syracuse #Escort #Companion #DinnerDate

https://t.co/l1FKC1Hyz0 …",2018-09-08 15:35:35+00:00
1606,"New Video!!

Visiting #Miami Sept 15th-19th

#NYCEscort #OhioEscort #ClevelandEscort #ColumbusEscort #PittsburghEscort #MiamiEscort #LuxuryCompanion #flymetoyou #EriePa #Manhattan #Albany #syracuse #Escort #Companion #DinnerDate

https://t.co/l1FKC1Hyz0

https://t.co/MrZUX1cMHE",2018-09-08 15:34:08+00:00
1607,"BTS with @ILSensual and @lovelyjules007 on set at a beautiful location. #LAX #hollywood #companion #dinnerdate #boston
#dc #atl #nyc #albany #bwi #curvyblonde #sexyblonde #lovelyjules #heatherheartland #ilsensual https://t.co/Q07fQiFoO7",2018-08-16 15:01:50+00:00
1608,"15% OFF Love's Hangover Creations Bodycon Statement Dress from Indiana by LHoCreations — Shoptiques https://t.co/XsIPe7XwbI

#Dressy #Stylish #Party #Tourist #NightsOut #Bloggers #PartyTime #NYC #DinnerDate #London #Kingston #Albany #Dallas",2018-07-23 01:12:27+00:00
1610,"RT @FranchescaGFE: Be sure to connect with me on my New England tour. You've never had honey that tastes this sweet🍯
🌲#Manchester, NH 4/13-…",2018-04-08 22:49:28+00:00
1611,"Be sure to connect with me on my New England tour. You've never had honey that tastes this sweet🍯
🌲#Manchester, NH 4/13-4/18
⚓#Providence, RI 4/19-4/24
🗽#Albany, #NYC 4/24-5/1

Email link in bio

#ebonycompanion #mature #busty #VIP #girlfriend #dinnerdate #wine 

#Retweet ❤ https://t.co/CibYS2Jkq0",2018-04-06 16:42:10+00:00
1612,"RT @FranchescaGFE: Be sure to connect with me on my New England tour. You've never had honey that tastes this sweet🍯
🌲#Manchester, NH 4/13-…",2018-04-06 13:28:09+00:00
1613,"RT @FranchescaGFE: Be sure to connect with me on my New England tour. You've never had honey that tastes this sweet🍯
🌲#Manchester, NH 4/13-…",2018-04-06 04:13:14+00:00
1614,"Be sure to connect with me on my New England tour. You've never had honey that tastes this sweet🍯
🌲#Manchester, NH 4/13-4/18
⚓#Providence, RI 4/19-4/24
🗽#Albany, #NYC 4/24-5/1

Email link in bio

#ebonycompanion #mature #busty #VIP #girlfriend #dinnerdate #wine 

#Retweet https://t.co/hOGVp2cFlR",2018-04-05 03:35:13+00:00
1615,"RT @FranchescaGFE: @Acute_Aphrodite Be sure to connect with me on my New England tour. You've never had honey that tastes this sweet🍯
🌲#Man…",2018-04-05 00:08:42+00:00
1616,"RT @FranchescaGFE: @Acute_Aphrodite Be sure to connect with me on my New England tour. You've never had honey that tastes this sweet🍯
🌲#Man…",2018-04-05 00:04:28+00:00
1617,"@Acute_Aphrodite Be sure to connect with me on my New England tour. You've never had honey that tastes this sweet🍯
🌲#Manchester, NH 4/13-4/18
⚓#Providence, RI 4/19-4/24
🗽#Albany, #NYC 4/24-5/1

Email link in bio

#ebonycompanion #mature #busty #VIP #girlfriend #dinnerdate #wine 

#Retweet",2018-04-05 00:03:19+00:00
1618,"RT @FranchescaGFE: Be sure to connect with me on my New England tour. You've never had honey that tastes this sweet🍯
🌲#Manchester, NH 4/13-…",2018-04-04 15:45:42+00:00
1619,"RT @FranchescaGFE: Be sure to connect with me on my New England tour. You've never had honey that tastes this sweet🍯
🌲#Manchester, NH 4/13-…",2018-04-03 19:17:50+00:00
1620,"RT @FranchescaGFE: Be sure to connect with me on my New England tour. You've never had honey that tastes this sweet🍯
🌲#Manchester, NH 4/13-…",2018-04-03 00:44:08+00:00
1621,"RT @FranchescaGFE: Be sure to connect with me on my New England tour. You've never had honey that tastes this sweet🍯
🌲#Manchester, NH 4/13-…",2018-04-02 21:58:40+00:00
1622,"RT @FranchescaGFE: Be sure to connect with me on my New England tour. You've never had honey that tastes this sweet🍯
🌲#Manchester, NH 4/13-…",2018-04-02 19:29:16+00:00
1623,"RT @FranchescaGFE: Be sure to connect with me on my New England tour. You've never had honey that tastes this sweet🍯
🌲#Manchester, NH 4/13-…",2018-04-02 15:40:23+00:00
1624,"RT @FranchescaGFE: Be sure to connect with me on my New England tour. You've never had honey that tastes this sweet🍯
🌲#Manchester, NH 4/13-…",2018-04-02 07:35:44+00:00
1625,"RT @FranchescaGFE: Be sure to connect with me on my New England tour. You've never had honey that tastes this sweet🍯
🌲#Manchester, NH 4/13-…",2018-04-01 21:02:52+00:00
1626,"RT @FranchescaGFE: Be sure to connect with me on my New England tour. You've never had honey that tastes this sweet🍯
🌲#Manchester, NH 4/13-…",2018-04-01 19:09:22+00:00
1627,"RT @FranchescaGFE: Be sure to connect with me on my New England tour. You've never had honey that tastes this sweet🍯
🌲#Manchester, NH 4/13-…",2018-04-01 18:37:24+00:00
1628,"Be sure to connect with me on my New England tour. You've never had honey that tastes this sweet🍯
🌲#Manchester, NH 4/13-4/18
⚓#Providence, RI 4/19-4/24
🗽#Albany, #NYC 4/24-5/1

Email link in bio

#ebonycompanion #mature #busty #VIP #girlfriend #dinnerdate #wine 

#Retweet https://t.co/mE67S1IggX",2018-04-01 18:09:06+00:00
1629,È veramente #scandaloso vedere suib#social e in #tv che il #nobbooadre #rozzo #barobe #albany #ignorante accomoagni la #figlia #gattamorta #escort #jasminethepork neu suoi #atti du #bulkismo👆👆👆,2022-07-16 17:56:44+00:00
1630,RT @BuffyDevine1: I am waiting on you. Let me take you aroundthe world today. DM or email me enjoy the trip. #escort #gfe #courtesan #Alban…,2022-07-13 02:15:24+00:00
1631,RT @BuffyDevine1: I am waiting on you. Let me take you aroundthe world today. DM or email me enjoy the trip. #escort #gfe #courtesan #Alban…,2022-07-12 14:22:45+00:00
1632,RT @BuffyDevine1: I am waiting on you. Let me take you aroundthe world today. DM or email me enjoy the trip. #escort #gfe #courtesan #Alban…,2022-07-12 11:28:59+00:00
1633,RT @BuffyDevine1: I am waiting on you. Let me take you aroundthe world today. DM or email me enjoy the trip. #escort #gfe #courtesan #Alban…,2022-07-12 10:46:56+00:00
1634,RT @BuffyDevine1: I am waiting on you. Let me take you aroundthe world today. DM or email me enjoy the trip. #escort #gfe #courtesan #Alban…,2022-07-12 10:33:03+00:00
1635,I am waiting on you. Let me take you aroundthe world today. DM or email me enjoy the trip. #escort #gfe #courtesan #Albany https://t.co/fDRjLHQGai,2022-07-12 10:26:44+00:00
1636,"#Albany #escort #courtesan #gfe #incall
Can't sleep, so let me rock your world tonight incall. DM or email me. My clothes won't be the only thing half off.",2022-07-11 03:36:21+00:00
1637,"RT @TheMonicaMalone: UPSTATE NY DATES COMING SOON‼️
I know you guys been waiting for me😘
#Fishkill #Albany   #Syracuse  #Rochester #Buffalo…",2022-07-10 14:22:44+00:00
1638,"RT @TheMonicaMalone: UPSTATE NY DATES COMING SOON‼️
I know you guys been waiting for me😘
#Fishkill #Albany   #Syracuse  #Rochester #Buffalo…",2022-07-10 14:04:24+00:00
1639,"UPSTATE NY DATES COMING SOON‼️
I know you guys been waiting for me😘
#Fishkill #Albany   #Syracuse  #Rochester #Buffalo  
PA dates beginning of AUG 1-8th
my website will have all my new tour dates in a couple days!!! 💋 #vipcompanion #bdsm #upstatecompanions #NyProvider #escort",2022-07-10 13:42:10+00:00
1640,RT @BuffyDevine1: Book me for nine sessions and do one position per session and I will give you a free 10th session with position of your c…,2022-07-02 03:10:04+00:00
1641,RT @BuffyDevine1: Book me for nine sessions and do one position per session and I will give you a free 10th session with position of your c…,2022-07-01 14:51:00+00:00
1642,RT @BuffyDevine1: Book me for nine sessions and do one position per session and I will give you a free 10th session with position of your c…,2022-07-01 13:09:08+00:00
1643,Book me for nine sessions and do one position per session and I will give you a free 10th session with position of your choice.  #gfe #courtesan  #escort #albany #buffyminisextour https://t.co/pkPsSQij2j,2022-07-01 13:08:11+00:00
1644,"𝙰𝚕𝚋𝚊𝚗𝚢 𝙶𝚎𝚗𝚝𝚜 𝙸 𝚖𝚊𝚍𝚎 𝚒𝚝! 𝙻𝚊𝚜𝚝 𝚜𝚝𝚘𝚙 𝚘𝚗 𝚖𝚢 𝚄𝚙𝚜𝚝𝚊𝚝𝚎 𝙽𝚈 𝚝𝚘𝚞𝚛! 𝙼𝚊𝚔𝚎 𝚊𝚗 𝚊𝚙𝚙𝚘𝚒𝚗𝚝𝚖𝚎𝚗𝚝 𝚠𝚒𝚝𝚑 𝚖𝚎 𝙰𝚂𝙰𝙿!

📍Albany ~ 4/30 -5/4

#upstate #DateNY #Albany #Escort 

𝚁𝚃𝚜 𝚊𝚛𝚎 𝚊𝚕𝚠𝚊𝚢𝚜 𝚊𝚙𝚙𝚛𝚎𝚌𝚒𝚊𝚝𝚎𝚍 😘 https://t.co/layLuF19cL",2022-04-30 18:48:54+00:00
1645,"Thank you Rochester gents! Short but sweet! Next stop……

📍Syracuse Feb. 10-11th
(Anytime after 12pm today Feb. 10th)

#upstate #DateNY #Syracuse #Rochester #Buffalo #Albany #Escort

RTs are appreciated 💕💕 https://t.co/PDUDpiDsQL",2022-02-10 17:12:46+00:00
1647,"I am available now in Albany, New York, United States! To get in touch, visit me on @trystlink https://t.co/0dDDidJEhu 
#escort #Verified #tryst #independent #clean #albany #available #greek #bbbj #cim #facial_cums #pegginglovers #PeggingSlut #incall #outcall #bdsm #cuckold https://t.co/dUG3l4IqBA",2021-09-19 01:50:52+00:00
1648,"I am #available now in #Albany New York! To get in touch, visit me on @trystlink https://t.co/0dDDidJEhu 

#InCall &amp; #OutCall
#GFE or #PSE #Fetish 
#companion #greek #oral #facial #cim #pegging #cuckold #bbbj #bdsm 

#escort #verified #tryst #independent #discreet",2021-09-10 05:39:02+00:00
1649,"Available In #Albany NY
             #BBBJ + #Facial #CIM
#Cum Splooge All Over Me Daddy
             #GFE #Companion 
Kiss Me &amp; Make Love To Me
             #PSE + #Fetishes
Making Ur Fantasy A Reality
#greek #pegging #escort #p2p #tryst 
https://t.co/0dDDidJEhu
518-299-1848 https://t.co/WeL0LJjF2c",2021-09-03 17:54:10+00:00
1650,"RT @Chastity_SWer: I am available now in #Albany NY 
Find me on @trystlink https://t.co/jLKuNhLnwT 

#InCall &amp; #OutCall - #GFE or #PSE 
#gr…",2021-09-03 09:50:44+00:00
1651,"RT @Chastity_SWer: Available In #Albany NY
•Thirsty Thursday Is Finally Here•
Who Wants To #Cum Explode In My Mouth &amp; Quench My Thirst 🤔🤤…",2021-09-03 09:50:40+00:00
1652,"RT @Bangkok518: #Available in #Albany NY
#InCall &amp; #OutCall  
#GFE + #PSE w/ #Fetish

visit me on @trystlink https://t.co/jLKuNhLnwT 

#esc…",2021-09-03 02:01:23+00:00
1653,"RT @Bangkok518: I am available now in #Albany NY 
Find me on @trystlink https://t.co/jLKuNhLnwT 

#InCall &amp; #OutCall - #GFE or #PSE 
#greek…",2021-09-03 02:01:14+00:00
1654,RT @Bangkok518: #Escort #verified #independent #upscale #callgirl #clean #discreet #available #Albany #incall #outcall #gfe #pse #fetish #d…,2021-09-03 02:00:18+00:00
1655,"Available In #Albany NY
•Thirsty Thursday Is Finally Here•
Who Wants To #Cum Explode In My Mouth &amp; Quench My Thirst 🤔🤤

*FREE FACIAL/CIM TODAY!!*
Doesn’t Get Better Than This
#tryst #escort #verified #switter #kgirl #independent #facial #cim #bbbj #greek #pse

518-299-1848 https://t.co/tp9574WEJk",2021-09-03 01:28:03+00:00
1656,"I am available now in #Albany NY 
Find me on @trystlink https://t.co/jLKuNhLnwT 

#InCall &amp; #OutCall - #GFE or #PSE 
#greek #dfk #oral #massage #bbbj #ebony #bookme #tryst #escort #independent #verified #discreet",2021-09-03 01:09:57+00:00
1657,"#Escort #verified #independent #upscale #callgirl #clean #discreet #available #Albany #incall #outcall #gfe #pse #fetish #dfk #oral #bbbj #facial #cim #greek #fullservice #bdsm #roleplay #toys #bondage #pegging #cuckold #cbt #humiliateme #ballbusting 
**518-299-1848** https://t.co/sOUtpu08gl",2021-09-02 04:07:07+00:00
1658,"RT @Bangkok518: #Available in #Albany NY
#InCall &amp; #OutCall  
#GFE + #PSE w/ #Fetish

visit me on @trystlink https://t.co/jLKuNhLnwT 

#esc…",2021-08-31 18:00:53+00:00
1659,"#Available in #Albany NY
#InCall &amp; #OutCall  
#GFE + #PSE w/ #Fetish

visit me on @trystlink https://t.co/jLKuNhLnwT 

#escort #kgirl #sexworker #independent #BookTwitter #verified #tryst #clean #callgirl #discreet #bbbj #anal #facial #bdsm #cbt https://t.co/i3BeUxiVZf",2021-08-31 01:50:14+00:00
1660,"RT @Lexus_Baltimore: NOW BOOKING TAG-TEAM SESSION
Hosting With @Bangkok518 in
#atlanticcity &amp; #albany 
Catering To Men, Women &amp; Couples 
#C…",2021-08-24 02:09:34+00:00
1661,"RT @Lexus_Baltimore: NOW BOOKING TAG-TEAM SESSION
Hosting With @Bangkok518 in
#atlanticcity &amp; #albany 
Catering To Men, Women &amp; Couples 
#C…",2021-08-22 03:03:25+00:00
1662,"NOW BOOKING TAG-TEAM SESSION
Hosting With @Bangkok518 in
#atlanticcity &amp; #albany 
Catering To Men, Women &amp; Couples 
#Cum get the best of both worlds
*Screening &amp; Deposit To Book*

#escort #verified #kgirl #clean #independent #tryst # https://t.co/XiXwyrCsMM",2021-08-22 03:02:14+00:00
1663,"I am available now in #Albany NY 

Find me on @WeAreTrystNA https://t.co/jLKuNhLnwT 
#escort #verified #gfe #pse #bbbj #greek #pegging #ebony #independent",2021-08-21 04:39:05+00:00
1664,"I am available now in #Albany NY 
For InCall &amp; OutCall *Seeing Men, Women &amp; Couples*

Now Booking Sessions For
TRUE #GFE - in 425H out 550H
#PSE #fetish - in 550H+ out 650H+

Find me on @WeAreTrystNA To Book
https://t.co/jLKuNhLnwT 

#escort #verified #independent",2021-08-18 21:47:04+00:00
1665,"RT @Bangkok518: I am #available now in #Albany NY 
#incall &amp; #outcall #gfe &amp; #pse 

#fetish #passionate #dfk #companion #bbbj #greek #facia…",2021-07-26 15:08:02+00:00
1666,"I am #available now in #Albany NY 
#incall &amp; #outcall #gfe &amp; #pse 

#fetish #passionate #dfk #companion #bbbj #greek #facial #cim #oral #daty #escort #verified #independent #clean #provider #tryst #switter 

https://t.co/jLKuNhLnwT https://t.co/cAaeAWeE6R",2021-07-24 23:28:51+00:00
1667,"#available in #Albany for #incall &amp; #outcall 
#GFE- in $425H out $550H
#PSE- in $550H out $650H
#companion #fetish #bbbj #facial #cim #oral #dfk #escort #p2p #verified #tryst #snapchat #switter 

visit me on @trystlink https://t.co/jLKuNhLnwT https://t.co/cB0Ce6rnBm",2021-07-24 18:27:41+00:00
1668,"#Availablenow #Albany NY 
#incall &amp; #outcall #p2p #escort
*Men Women &amp; Couples*
#booknow for 
#GFE in-$425H out-$550H
#PSE #Fetish in-$550H out-$650H
#companion #clean #dfk #passionate 
#greek #oral #facial #cim #bbbj #bdsm #tryst #verified
518-299-1848
https://t.co/jLKuNhLnwT",2021-07-24 00:37:35+00:00
1669,"#Available in #Albany #NY for #InCall or #OutCall 
#GFE  in $425H out $550H
#PSE  in $550H out $650H
Extra For #Fetish
#BBBJ Combo $300in $400out 
518~288~1848
#escort #companion #lover #dfk #oral #facial #cim #greek #anal #blowjob #bdsm #cuckold #69 #p2p #independent #tryst https://t.co/kWdimzGUy2",2021-07-20 17:30:39+00:00
1670,"#Albany #NY Catering to #men &amp; #couples 
#available &amp; #booking 
IN- $450H #GFE $550H #PSE 
OUT- $550H GFE $650H PSE
#FETISHES EXTRA
#companion #dfk #lover #oral #daty #greek #facial #cim #escort #tryst #switter #p2p #clean #ebony #69 #freak #xxx 
**(518) 288-1848** https://t.co/hdrjqM2FXs",2021-07-20 16:50:11+00:00
1671,"#Available Now in #Albany #NY 
**Accepting New Clients**
#booking #incall #outcall 
-In $450H #gfe $550H #pse 
-Out $550H gfe $650H pse 
#Fetish Extra
#bbbj #greek #facial #cim #dfk #companion #escort #independent #tryst #switter 
518-299-1848
https://t.co/jLKuNhLnwT",2021-07-20 16:28:48+00:00
1672,"#booktwitter #incall #outcall #Albany
#p2p #escort #gfe #companion #pse
#fetish #greek #deepkissing #Cim 
#bbbj #facial #oral #squirter https://t.co/EeEV7Gc2mI",2021-07-19 06:12:40+00:00
1673,"RT @Bangkok518: #Available #Albany #Incall #Outcall 
#sexworker #camgirl #fetish #gfe #pse #kissing #passionate #kinky #booktwitter #tryst…",2021-07-16 20:36:53+00:00
